id,conversation_id,user_id,content,message_type,is_struck,created_at,edited_at,deleted_at
1,1,2,"https://docs.google.com/presentation/d/1-14my0Irr9WcoIvfsuW2_zCbuUpkv9PJ8bPFnrMlLAQ/edit?usp=sharing, https://docs.google.com/presentation/d/11fHKG8hcSbUvQ_eI2Oq2unxE2FIV_l_hYbwUuez5X0Y/edit?usp=sharing, https://docs.google.com/presentation/d/1FO7iDmIXP2EmRsij7S2wDVgV2LjDRXmx075e56Ctndg/edit?usp=sharing, https://docs.google.com/presentation/d/1XUD7PN54lgKgIA58pKmm5AH4R9F0aADHVmrVy-V2qVs/edit?usp=sharing, https://docs.google.com/presentation/d/1imXAMJZbHH0cfFEceAzFilh1HyEiusz5FQJJRtxKOTw/edit?usp=sharing, https://docs.google.com/presentation/d/1jQHaA1zTS1S9T8-U6TXstxy9s3y-2hyXHpPyjaIjA2Q/edit?usp=sharing",text,0,2025-01-02 11:45:33.692854,,
2,2,2,https://www.booking.com/hotel/th/see-stars-amp-forest-resort.th.html?label=Low_CPA_English_EN_TH_21461894065-NtsmsSSAh1YhRgIXd7ExQAS217246540464%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atidsa-64416090385%3Alp9073384%3Ali%3Adec%3Adm&sid=b0c7914c1f2db0120d444aa3243462f4&aid=318615&ucfs=1&checkin=2025-01-27&checkout=2025-01-28&dest_id=0&dest_type=latlong&group_adults=2&no_rooms=1&group_children=1&age=0&req_age=0&matching_block_id=1039920802_395701070_2_1_0&atlas_src=sr_iw_title#_,text,0,2025-01-04 05:54:39.230815,,
3,3,2,https://social.mtdv.me/giveaways/--WYPgSD2S,text,0,2025-01-04 06:02:03.443282,,
4,3,2,https://www.bbc.co.uk/bitesize/topics/zj6pyrd/articles/z3tbgk7,text,0,2025-01-04 06:52:26.579819,,
5,3,7,is it safe,text,0,2025-01-04 06:53:03.214755,,
6,3,7,is it safe,text,0,2025-01-04 06:53:06.797786,,
7,3,2,It is safe,text,0,2025-01-04 06:53:11.207552,,
8,3,7,"jdrnydrhbjithdrfji
jbih6ihb",text,0,2025-01-04 07:03:43.702064,,
9,3,7,ywny5njsysnj5ys5ynss,text,0,2025-01-04 07:03:52.888228,,
10,3,2,"Game 1 - https://www.coolmathgames.com/0-blue-turn
Game 2 - https://www.safekidgames.com/block-triangle-puzzle/
Game 3 - https://www.coolmathgames.com/0-cactu-sama-2",text,0,2025-01-04 07:04:21.792654,,
11,3,4,hello,text,0,2025-01-04 07:05:12.661367,,
12,3,4,hello,text,0,2025-01-04 07:05:21.848909,,
13,4,2,"Game 1 - https://www.coolmathgames.com/0-cut-the-rope-magic
Game 2 - https://www.coolmathgames.com/0-crazy-eights",text,0,2025-01-04 08:31:36.476789,,
14,4,2,Game 1: https://www.typinggames.zone/typool-multiplayer-typing-game,text,0,2025-01-04 08:35:38.085513,,
15,4,2,Game 1 - https://www.typinggames.zone/typing-racer-multiplayer,text,0,2025-01-04 08:37:11.013963,,
16,5,2,D,text,0,2025-01-07 12:02:17.251718,,
17,5,7,suiii,text,0,2025-01-11 07:24:52.156716,,
18,5,2,"Game 1 - https://www.coolmathgames.com/0-fireboy-watergirl-2-light-temple
Game 2 - https://www.logicgamesonline.com/lightsout/",text,0,2025-01-11 07:24:58.335720,,
19,6,2,"Game 1 - https://www.puzzleplayground.com/all_flee.html
Game 2 - https://www.puzzleplayground.com/unpuzzle_2.html",text,0,2025-01-11 08:39:12.471393,,
20,7,2,"Game 1 - https://www.puzzleplayground.com/soko_gem.html
Game 2 - https://www.coolmathgames.com/0-blue",text,0,2025-01-12 07:14:13.426759,,
21,8,2,"Game 1 - https://www.puzzleplayground.com/puzzle_slide.html
Game 2 - https://www.coolmathgames.com/0-bokdown
Game 3 - https://www.puzzleplayground.com/matchkey.html",text,0,2025-01-14 10:12:15.622014,,
22,9,7,hi,text,0,2025-01-18 06:37:14.782526,,
23,9,2,Crack the Code Game - https://kids.nationalgeographic.com/games/action-adventure/article/crack-the-code-1,text,0,2025-01-18 06:37:17.366260,,
24,9,2,"Game 1 - https://www.crazygames.com/game/block-puzzle
Game 2 - https://www.thelogicgame.com/games/rope/index.html",text,0,2025-01-18 06:57:30.823014,,
25,10,2,"Game 3 - https://www.coolmathgames.com/0-brick-breaker
Game 4 - https://www.safekidgames.com/happy-filled-glass-4/",text,0,2025-01-21 11:34:53.633449,,
26,10,32,Poo is good,text,0,2025-01-21 11:36:51.737821,,
27,10,32,"A;gr fdg\
Fb [yg;afF",text,0,2025-01-21 11:37:45.320829,,
28,10,32,ABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZABCDEFGHIJKLMNOPQRSTUVWXYZ,text,0,2025-01-21 11:39:03.715601,,
29,10,51,red light green light you move you died,text,0,2025-01-21 11:40:11.565847,,
30,11,7,hi,text,0,2025-01-25 06:35:26.770603,,
31,11,10,hi,text,0,2025-01-25 06:35:29.243052,,
32,11,2,"1.	In which country would you find the ancient Incan city of Machu Picchu?
2.	What is the largest desert in the world?
3.	Which country is home to the Great Barrier Reef?
4.	What is the name of the highest waterfall in the world?
5.	Which country is home to the world's largest rainforest?
6.	What is the capital city of Japan?
7.	What is the name of the river that flows through Egypt?
8.	Which U.S. state is home to Yellowstone National Park?
9.	What is the name of the largest lake in Africa?
10.	In which country would you find the city of Venice?
11.	What is the tallest mountain in Africa?
12.	Which country has the most lakes in the world?
13.	What is the largest island in the Mediterranean Sea?
14.	Which city is the capital of New Zealand?
15.	In which country would you find the ancient city of Petra?
16.	What is the name of the river that runs through Paris?
17.	Which U.S. state is home to the Grand Canyon?",text,0,2025-01-25 06:35:31.222192,,
33,11,6,2 Dubai,text,0,2025-01-25 06:35:45.407821,,
34,11,6,6 tokyo,text,0,2025-01-25 06:36:07.073667,,
35,11,2,Incorrect,text,0,2025-01-25 06:36:11.231777,,
36,11,2,2 Incorrect,text,0,2025-01-25 06:36:20.258437,,
37,11,7,1 the Sahara desert,text,0,2025-01-25 06:36:34.571525,,
38,11,10,1.sahara,text,0,2025-01-25 06:37:02.102950,,
39,11,2,1 Incorrect,text,0,2025-01-25 06:37:24.717528,,
40,11,6,1 peru,text,0,2025-01-25 06:37:53.288198,,
41,11,7,2 sahara,text,0,2025-01-25 06:38:04.209775,,
42,11,7,3 Australia,text,0,2025-01-25 06:38:56.041923,,
43,11,10,4.Angel Falls,text,0,2025-01-25 06:38:56.747631,,
44,11,6,4 angel fall,text,0,2025-01-25 06:39:09.273112,,
45,11,7,10 italy,text,0,2025-01-25 06:39:53.718054,,
46,11,10,6.Toykyo,text,0,2025-01-25 06:39:55.317617,,
47,11,6,9 Lake Victoria,text,0,2025-01-25 06:39:57.814912,,
48,11,6,14 Wellington,text,0,2025-01-25 06:40:39.656291,,
49,11,10,11.mount Kilimanjaro,text,0,2025-01-25 06:41:00.722853,,
50,11,6,10 italy,text,0,2025-01-25 06:41:27.033117,,
51,11,10,14.Wellington,text,0,2025-01-25 06:42:09.951493,,
52,11,6,17 arizona,text,0,2025-01-25 06:42:30.070243,,
53,11,10,15.the seine river,text,0,2025-01-25 06:43:20.631242,,
54,11,6,5 the Amazon,text,0,2025-01-25 06:44:27.333780,,
55,11,10,12.canada,text,0,2025-01-25 06:44:45.252505,,
56,11,7,"1Machu Picchu is in Peru.
2The largest desert in the world is the Sahara, but if you count cold deserts, it’s the Antarctic Desert.
3The Great Barrier Reef is in Australia.
The highest waterfall in the world is Angel Falls in Venezuela.
The world’s largest rainforest is the Amazon Rainforest, and it’s in Brazil.
The capital city of Japan is Tokyo.
4The river that flows through Egypt is the Nile.
5Yellowstone National Park is in Wyoming, USA.
6The largest lake in Africa is Lake Victoria.
Venice is in Italy.
The tallest mountain in Africa is Mount Kilimanjaro, in Tanzania.
Canada has the most lakes in the world.
7The largest island in the Mediterranean Sea is Sicily.
8The capital city of New Zealand is Wellington.
9The ancient city of Petra is in Jordan.
10The river that runs through Paris is the Seine.
The Grand Canyon is in Arizona, USA.",text,0,2025-01-25 06:44:57.687686,,
57,11,6,8 Wyoming,text,0,2025-01-25 06:46:12.772838,,
58,11,7,5 brazil,text,0,2025-01-25 06:46:15.234761,,
59,11,10,15.Jordan,text,0,2025-01-25 06:46:52.564720,,
60,11,7,13 Sicily,text,0,2025-01-25 06:47:01.597435,,
61,11,6,7 nile,text,0,2025-01-25 06:47:10.997844,,
62,11,7,15 Petra,text,0,2025-01-25 06:47:19.772662,,
63,11,2,1. https://codecombat.com,text,0,2025-01-25 06:50:10.244128,,
64,11,2,Question 2,text,0,2025-01-25 06:53:03.883349,,
65,11,2,"Challenge Tasks (2 ducks):
1.	Find a page that includes the phrase ""renewable energy"" but exclude ""solar panels.
2.	Find a page that includes the phrase ""artificial intelligence"" but excludes ""machine learning.""
3.	Find information on ""Mars exploration"" only from NASA’s website. (Hint: Use site:nasa.gov.)
4.	Look for a PowerPoint presentation on ""photosynthesis."" (Hint: Use filetype:ppt.)
5.	Search for a Word document on ""Shakespearean sonnets."" (Hint: Use filetype:doc or filetype:docx.)
6.	Look for a PDF on ""urban planning."" (Hint: Use filetype:pdf.)
7.	Search for a PowerPoint presentation on ""modern art."" (Hint: Use filetype:ppt or filetype:pptx.)",text,0,2025-01-25 06:58:06.353510,,
66,11,6,1 https://www.un.org/en/climatechange/what-is-renewable-energy,text,0,2025-01-25 06:59:39.041345,,
67,11,6,1 https://www.un.org/en/climatechange/what-is-renewable-energy,text,0,2025-01-25 06:59:39.088287,,
68,11,2,test,text,0,2025-01-25 07:00:53.957707,,
69,11,6,1https://www.egat.co.th/home/en/renewables/,text,0,2025-01-25 07:01:21.943161,,
70,11,2,test,text,0,2025-01-25 07:01:30.864361,,
71,11,2,test,text,0,2025-01-25 07:03:22.554625,,
72,11,6,7https://www.slideshare.net/slideshow/modern-arts-57550962/57550962,text,0,2025-01-25 07:04:21.701513,,
73,11,10,6.https://unhabitat.org/sites/default/files/2022/07/chapter_6_wcr_2022.pdf,text,0,2025-01-25 07:04:38.443750,,
74,11,6,3https://science.nasa.gov/mars/,text,0,2025-01-25 07:06:33.514064,,
75,11,6,2https://www.techtarget.com/searchenterpriseai/definition/AI-Artificial-Intelligence,text,0,2025-01-25 07:07:45.690578,,
76,11,6,2https://builtin.com/artificial-intelligence,text,0,2025-01-25 07:08:22.949115,,
77,11,10,7.,text,0,2025-01-25 07:08:39.350329,,
78,11,6,2https://www.coursera.org/articles/what-is-artificial-intelligence,text,0,2025-01-25 07:09:03.760954,,
79,11,6,4https://www.slideshare.net/slideshow/photosynthesis-43829124/43829124,text,0,2025-01-25 07:10:25.003563,,
80,11,7,5 pdf/shakespeares-sonnets,text,0,2025-01-25 07:10:44.935415,,
81,11,6,2https://en.wikipedia.org/wiki/Artificial_intelligence,text,0,2025-01-25 07:11:20.743190,,
82,11,10,4.,text,0,2025-01-25 07:11:30.787125,,
83,11,7,5 https://schools.amesburyma.gov/site/handlers/filedownload.ashx?moduleinstanceid=560&dataid=2847&FileName=sonnet%2018.doc,text,0,2025-01-25 07:11:44.178269,,
84,11,6,2https://www.britannica.com/technology/artificial-intelligence,text,0,2025-01-25 07:13:01.318965,,
85,11,10,2.https://www.britannica.com/technology/artificial-intelligence,text,0,2025-01-25 07:13:24.761389,,
86,11,6,2https://www.britannica.com/technology/artificial-intelligence,text,0,2025-01-25 07:13:29.200754,,
87,11,6,2https://builtin.com/artificial-intelligence,text,0,2025-01-25 07:14:04.984571,,
88,11,6,2https://www.sas.com/en_us/insights/analytics/what-is-artificial-intelligence.html,text,0,2025-01-25 07:14:23.645529,,
89,11,10,2.https://www.ibm.com/think/topics/artificial-intelligence,text,0,2025-01-25 07:14:28.537029,,
90,11,6,2https://www.google.com/search?client=safari&rls=en&q=artificial+intelligence&ie=UTF-8&oe=UTF-8,text,0,2025-01-25 07:14:53.813912,,
91,11,10,2.https://www.sas.com/en_us/insights/analytics/what-is-artificial-intelligence.html,text,0,2025-01-25 07:15:16.342218,,
92,11,10,2.https://builtin.com/artificial-intelligence,text,0,2025-01-25 07:15:52.647009,,
93,11,6,2https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjq9qPsp5CLAxX1C4MDHannAmoYABAAGgJzZg&ae=2&co=1&gclid=EAIaIQobChMI6vaj7KeQiwMV9QuDAx2p5wJqEAMYASAAEgKy4PD_BwE&ohost=www.google.com&cid=CAASJuRoA2Y4GABdKPKiwUet18Sh6yoB12Itt008OeSClO3MjKDBXZwQ&sig=AOD64_2LZl7XLO5MSjee_4x59MW_VNJBzQ&q&adurl&ved=2ahUKEwjZjp_sp5CLAxWv2TgGHc37DUsQ0Qx6BAgKEAE&nis=8&dct=1&suid=33722150833,text,0,2025-01-25 07:16:05.450037,,
94,11,10,2.https://en.wikipedia.org/wiki/A.I._Artificial_Intelligence,text,0,2025-01-25 07:16:37.987193,,
95,11,6,2https://en.wikipedia.org/wiki/Artificial_intelligence,text,0,2025-01-25 07:16:49.117128,,
96,11,2,"Game 3 - https://www.coolmathgames.com/0-brick-breaker
Game 4 - https://www.safekidgames.com/happy-filled-glass-4/",text,0,2025-01-25 07:20:12.035721,,
97,12,2,"Game 1 - https://www.coolmathgames.com/0-chain-sums
Game 2 - https://www.coolmathgames.com/0-connected
Game 3 - https://www.coolmathgames.com/0-brick-breaker
Game 4 - https://www.safekidgames.com/happy-filled-glass-4/",text,0,2025-01-25 08:25:41.033007,,
98,12,2,"Game 1 - https://www.typinggames.zone/keycarousel
Game 2 - https://www.coolmathgames.com/0-brainy-warrior
Game 3 - http://www.engineering.com/GamesPuzzles/MiniPutt/tabid/4703/Default.aspx",text,0,2025-01-28 11:37:04.783528,,
99,13,2,"Game 1 - https://www.typinggames.zone/keycarousel
Game 2 - https://www.coolmathgames.com/0-brainy-warrior
Game 3 - http://www.engineering.com/GamesPuzzles/MiniPutt/tabid/4703/Default.aspx",text,0,2025-01-28 11:37:22.980873,,
100,14,2,"Please generate an image for ....
First Step: Awarded for the player’s first jump on a character's head.
Hop Apprentice: Achieved after successfully landing 10 head hops.
Hop Master: Given to players who achieve 500 head hops.
The Thousand Jumper: Celebrate when players achieve 1,000 cumulative head hops.
Endurance Hopper: Unlocked when a player completes 50 head hops in a single game session.
Skill-Based Challenges:
Flawless Five: Land five consecutive head hops without falling.
Speed Hopper: Perform 10 head hops in under 30 seconds.
Long Shot: Jump on a character’s head from a significant distance (e.g., from 15+ studs away).
Acrobat: Land a jump on a head after a mid-air turn or complex maneuver.
Reverse Hopper: Land a jump by going backward (facing the opposite direction).
Fun and Quirky Goals:
Duck Stack: Jump on three characters stacked on top of each other.
Cloud Hopper: Land a jump on a moving or floating platform designed like a cloud.
Golden Hop: Find and jump on a rare golden character’s head hidden in the game.
Invisible Leap: Successfully hop on an invisible platform or character.
Friendship Bounce: Perform a head hop on the same player three times in one session.
Collaboration/Competition:
Teamwork Triumph: Perform a chain of three head hops involving three different players.
Top of the Stack: Be the highest player in a tower of five players.
Bumper Bounce: Land a head hop while simultaneously being hit by another player.
Hop Dominator: Win a head-hopping competition or challenge in the game.
Last Hopper Standing: Be the final player to land a head hop in a time-based elimination round.",text,0,2025-02-01 04:23:28.841393,,
101,14,2,"Game 1 - https://www.puzzleplayground.com/mergis_game.html
Game 2 - https://www.puzzleplayground.com/tic_tac_toe.html",text,0,2025-02-01 07:14:17.807226,,
102,15,2,"Game 1 - https://www.puzzleplayground.com/mergis_game.html
Game 2 - https://www.puzzleplayground.com/tic_tac_toe.html",text,0,2025-02-01 07:14:24.660312,,
103,15,2,"Game 2 - https://www.puzzleplayground.com/in_orbit.html
Game 1 - https://www.engineering.com/GamesPuzzles/Green.aspx",text,0,2025-02-01 08:46:53.329924,,
104,16,2,"Game 2 - https://www.puzzleplayground.com/in_orbit.html
Game 1 - https://www.engineering.com/GamesPuzzles/Green.aspx",text,0,2025-02-01 08:47:02.963061,,
105,17,2,"Game 1 - https://www.typinggames.zone/keycarousel
Game 2 - https://www.typinggames.zone/typer-diver",text,0,2025-02-04 11:35:25.793490,,
106,18,2,"Game 1 - https://www.typinggames.zone/keycarousel
Game 2 - https://www.coolmathgames.com/0-brainy-warrior
Game 3 - http://www.engineering.com/GamesPuzzles/MiniPutt/tabid/4703/Default.aspx",text,0,2025-02-04 11:36:02.901113,,
107,18,32,v;vc;c;vo,text,0,2025-02-08 06:25:30.924315,,
108,19,32,Did you send it,text,0,2025-02-08 06:26:41.847470,,
109,19,7,quickly,text,0,2025-02-08 06:26:54.264631,,
110,19,32,[ba-sfrwegcq3v23176q3b7123p9wg702,text,0,2025-02-08 06:27:01.914027,,
111,19,7,"qwertyuiopasdfghjkl;zxcvbnm,./",text,0,2025-02-08 06:27:10.162537,,
112,19,32,Hurry up,text,0,2025-02-08 06:27:13.105570,,
113,19,7,01010100111111111010000010101011111,text,0,2025-02-08 06:27:23.799170,,
114,19,4,hello,text,0,2025-02-08 06:27:35.115986,,
115,19,32,blah,text,0,2025-02-08 06:27:35.737828,,
116,19,32,sha,text,0,2025-02-08 06:27:39.711659,,
117,19,2,"for i in range(4):
    choice = game.randomInt(3)
    if choice == 0:
        game.spawnTopLane(ruins)
    if choice == 1:
        game.spawnMiddleLane(ruins)
    if choice == 2:
        game.spawnBottomLane(ruins)",text,0,2025-02-08 06:27:50.168958,,
118,19,30,whaaaaaaaaaaaaaat!!!!!!!!!!,text,0,2025-02-08 06:27:57.030080,,
119,19,2,"Game 1 - https://www.puzzleplayground.com/mergis_game.html
Game 2 - https://www.puzzleplayground.com/tic_tac_toe.html",text,0,2025-02-08 07:15:54.906144,,
120,19,2,"Game 1 - https://www.typinggames.zone/onslaught
Game 2 - https://www.coolmathgames.com/0-bobo-gooey",text,0,2025-02-08 07:18:10.183012,,
121,20,2,"Game 1 - https://www.puzzleplayground.com/on_the_hill.html
Game 2 - https://www.coolmathgames.com/0-burdies
Game 3 - https://www.coolmathgames.com/0-bricksbreaking
Game 4 - https://www.xpgameplus.com/games/unblockme/index.html",text,0,2025-02-08 08:32:51.121148,,
122,21,2,Game 1 - https://www.typinggames.zone/typer-diver,text,0,2025-02-11 11:28:49.908671,,
123,21,2,Game 1 - https://www.coolmathgames.com/0-biome-conquest,text,0,2025-02-11 11:33:11.506405,,
124,22,2,Game 1 - https://www.typinggames.zone/onslaught,text,0,2025-02-15 07:22:25.264386,,
125,22,2,Game 1 - https://www.puzzleplayground.com/mergis_game.html,text,0,2025-02-15 07:24:10.055018,,
126,22,2,https://www.coolmathgames.com/0-cube-mission,text,0,2025-02-15 07:24:57.886014,,
127,23,2,"Game 1 - https://www.coolmathgames.com/0-arrow-2-patterns
Game 2 - https://www.puzzleplayground.com/save_us.html",text,0,2025-03-01 04:43:14.993129,,
128,23,2,https://www.coolmathgames.com/0-cube-mission,text,0,2025-03-01 07:21:16.611298,,
129,24,2,"Game 0 - https://www.puzzleplayground.com/puzzle_numbers.html
Game 0 - https://www.coolmathgames.com/0-bounce",text,0,2025-03-01 08:46:00.677186,,
130,25,2,"Game 1 - https://www.engineering.com/GamesPuzzles/Warper.aspx
Game 2 - https://beinternetawesome.withgoogle.com/en_us/interland",text,0,2025-03-08 07:19:48.864814,,
131,25,24,fuji,text,0,2025-03-11 10:46:21.377132,,
132,26,2,Game 1 - https://www.puzzleplayground.com/box_kid.html,text,0,2025-03-11 11:31:42.449020,,
133,26,24,Hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,text,0,2025-03-11 11:32:00.356674,,
134,26,2,"Game 1 - https://www.puzzleplayground.com/box_kid.html
Game 2 - https://www.typinggames.zone/starkeys",text,0,2025-03-11 11:34:38.002090,,
135,27,2,https://quizizz.com/join?gc=18315448,text,0,2025-03-15 06:25:00.413796,,
136,27,32,The grinch,text,0,2025-03-15 06:25:51.578455,,
137,27,7,the grinch,text,0,2025-03-15 06:34:14.690951,,
138,27,32,The Grinch,text,0,2025-03-15 06:34:38.640432,,
139,27,7,the grinch,text,0,2025-03-15 06:34:43.764064,,
140,27,32,Is blue,text,0,2025-03-15 06:34:44.180649,,
141,27,7,is purple,text,0,2025-03-15 06:34:54.456515,,
142,27,32,is pink,text,0,2025-03-15 06:34:57.003141,,
143,27,7,black,text,0,2025-03-15 06:35:05.017700,,
144,27,32,is racis,text,0,2025-03-15 06:35:08.237519,,
145,27,32,black and white,text,0,2025-03-15 06:35:31.678800,,
146,27,2,https://studio.code.org/s/coursef-2024,text,0,2025-03-15 06:36:00.613948,,
147,28,2,https://studio.code.org/s/coursef-2024,text,0,2025-03-15 06:51:01.896596,,
148,28,2,https://studio.code.org/s/coursef-2024/lessons/3/levels/3,text,0,2025-03-15 06:55:46.406068,,
149,28,2,https://studio.code.org/s/coursef-2024/lessons/3/levels/3,text,0,2025-03-15 06:59:33.055728,,
150,29,2,"Game 1 - https://www.ozaria.com/play/game-dev-level/674172628a42b5b2bd129d15?course=5e27600d1c9d440000ac3ee7
Game 2 - https://www.ozaria.com/play/game-dev-level/679dc431eb4ed3ff13ae8980?course=5e27600d1c9d440000ac3ee7
Game 3 - https://www.ozaria.com/play/game-dev-level/679dc431eb4ed3ff13ae8980?course=5e27600d1c9d440000ac3ee7
Game 4 - https://www.ozaria.com/play/game-dev-level/6745a930a51eeae2512ef345?course=5e27600d1c9d440000ac3ee7
Game 5- https://www.ozaria.com/play/game-dev-level/6745a930a51eeae2512ef345?course=5e27600d1c9d440000ac3ee7",text,0,2025-03-16 06:21:32.360318,,
151,30,2,Game 6 - https://www.ozaria.com/play/game-dev-level/673c73aa77cb16c75ec23622?course=5e27600d1c9d440000ac3ee7,text,0,2025-03-16 06:46:59.034138,,
152,31,2,"https://www.puzzleplayground.com/robot_start
https://www.cbc.ca/kids/games/play/box-kid
https://v6p9d9t4.ssl.hwcdn.net/html/4580063/index.html (harder version)",text,0,2025-03-18 11:35:39.256717,,
153,32,56,s,text,0,2025-03-22 03:52:32.776689,,
154,32,56,s,text,0,2025-03-22 03:52:55.999918,,
155,32,56,s,text,0,2025-03-22 03:53:05.430601,,
156,32,108,https://codecombat.com/play/level/sand-mushrooms?&course=56462f935afde0c6fd30fc8c&course-instance=672edd3e2f9b5d22cf15af22,text,0,2025-03-22 03:57:13.615975,,
157,32,108,https://codecombat.com/play/level/mushroom-noise?&course=56462f935afde0c6fd30fc8c&course-instance=672edd3e2f9b5d22cf15af22,text,0,2025-03-22 03:58:05.024162,,
